;Tweets;Weekday;Month;DayOfMonth;Hour;Min;Sec;Year;sentiment
159;Jahat ya km  (¬_¬) RT @estermeks: Jangan hiraukan dia pod wk RT @selvyanasps: Cie aja nih arabnya ester kyk knal aja hehe RT "@mrhasyifnb:;Thu;Feb;9;16;27;22;2012;0.0
160;@dylianomassie ka gemmih aku ngefans deh sm kakak, boleh minta pin bbnya ? (´<U+2323>`<U+0283><U+01AA>)<U+2661>;Thu;Feb;9;16;28;43;2012;0.0
161;sbnrnya crtnya @poconggg gak ngefek bnyk. tp karna gue sk lewat situ jd gmn gitu-_- [Like it? http://t.co/hyDZWKi6 ];Thu;Feb;9;16;30;11;2012;0.0
162;RT @BarterTawa: Wah. Pada takut ama setan yah ? Tp ko lo klo pacaran cari tempat yang gelap ? Tempat gelapkan bnyk setannya ???;Thu;Feb;9;16;30;48;2012;0.0
163;Wells Fargo's debt collector Charles Gajewski | Riley Rants - Licking Calcutta http://t.co/HHo2GsTQ;Thu;Feb;9;16;34;22;2012;-0.4215
164;@rikariecha itu film keren beneran.... kemaren gw cek di comingsoon webnya 21, ga ada HUGO..tunggu ajadeh..maret bluraynya keluar..DONLOD!;Thu;Feb;9;16;35;13;2012;0.0
165;Todays stock market report with strongest volume movers and winners on all markets. Note Bank of America once ag... http://t.co/KupiY3CW;Thu;Feb;9;16;36;2;2012;0.7184
166;nyoba aktifin hp + no yg lama, cek inbox eh masi bnyak sms dr mantan" yg lama, haha kemana sekarang ya mereka,hmm;Thu;Feb;9;16;36;31;2012;0.2023
167;oalah wkwk trs udh blm yay?RT @fidyacs: Iya tp dia gak mau ngerjain yg manfaat2 nya itu ktnya ud bnyk bgt (cont) http://t.co/WVhM6C73;Thu;Feb;9;16;37;46;2012;0.0
168;@zydazarra dlm bank ada berapa bnyk ?;Thu;Feb;9;16;40;23;2012;0.0
169;bnyk nye nyamuk malam ni -_-;Thu;Feb;9;16;40;58;2012;0.0
170;:| RT @leo_pranata: hanya waktu yg bisa menjawabnya :D RT @DillaFea Terus cukupnya kpn? RT @leo_pranata: beluum cukuup nii :P RT @DillaFea;Thu;Feb;9;16;41;44;2012;0.7481
171;Akhirnya dia tingalin wa, dasar cowo bnyak kahayang, yaudah sono cri cwe yg lu <U+264F>ªu, allah 1 lgi donk, kapan dia nyatain cinta,;Thu;Feb;9;16;41;48;2012;0.0
172;No wonder,,lg2 mslh financial.. #sigh RT @LAZIOINDONESIA: Kenapa Tare?? belakangan bnyak yg nanyain nih. Klebihan ... http://t.co/PGXrUery;Thu;Feb;9;16;42;52;2012;-0.3736
173;@mac_kevin84 tu la sbbnya;Fri;Feb;10;1;4;29;2012;0.0
174;Gk bnyk cm 25T RT @NenyEuy: y ampun u punya utang brp M smp nyandera Chico,,,RT @RaizoRiaL: DisanderaRT @NenyEuy: diculik???;Fri;Feb;10;1;5;56;2012;0.0
175;RT @TimRiday: nice visit from @bpro06 and @ducky_doyle at the Wells Fargo Center while I work :);Fri;Feb;10;1;10;20;2012;0.7783
176;Il<U+0251>Il<U+0251>Il<U+0251>Il<U+0251> iaaiaa. Sbntr malam lg . Hehe RT@MeLia_icHa: tadi malam habis rempong dgn @sriajengkartini,blm puas bcrta msh bnyk gosip :D;Fri;Feb;10;1;11;11;2012;0.6166
177;You already paid for mortgage settlement. Between 12/1/07 & 7/21/2010 the Fed secretly loaned Bank of America $1.344 trillion #EndTheFed;Fri;Feb;10;1;12;34;2012;0.0
178;RT @TwiBi_Home: Ckup prihatin sich bnyak Twibi yang berpindah ke lain hati. Awalnya semangat bgt suport ChiBi.Dtg yg bru semangatnya mel ...;Fri;Feb;10;1;13;11;2012;0.0
179;RT @nchietsaw: Tugas negara bnyak bner...(<U+2323>´_<U+2323>`) (<U+E643><U+E709><U+E643>) <U+E704><U+01BF><U+03CB>s<U+03CA><U+03DE><U+045C><U+E704> jga;Fri;Feb;10;1;19;50;2012;0.0
180;Untk akhir2 ini bnyk brsabar dlu (<U+2323> .<U+032E> <U+2323>);Fri;Feb;10;1;23;43;2012;0.0
181;Makaaasih bnyak astiaaa amiiiinRT @astiameilinda: Happy birthdaay ya @RismaFebry ,makin makin yaaaaa O<U+0361><U+0334><U+0334>.<U+032E>O<U+0361><U+0334><U+0334><U+0334>;Fri;Feb;10;1;24;2;2012;0.5719
182;Aduh @mhilaa_ bnyk omong. Skit tlingaku wee..;Fri;Feb;10;1;25;50;2012;0.0
183;Yaampun ko kaya kk sih :( kapaan? cerita decan :( RT @miaasrh Bb ade ilaaang kacan:'( :'(RT bnzrns: bbnya decan kenapa? :O RT @miaasrh;Fri;Feb;10;1;25;57;2012;-0.6997
184;ahhhh mau off tp msh mau bnykin tweets -_-;Fri;Feb;10;1;26;0;2012;0.0
185;Cheer up ! <U+263A>\('´<U+2323>'` ) RT @LydiaMarcelly: (<U+256F>•_•<U+2570>") semakin bnyak mkan mlh makin kurus;Fri;Feb;10;1;26;31;2012;0.5562
186;gpapa . Berubh nama sesaat :p RT @Nhanaya: Knp tiba2 bnyak <U+0194>ª<U+03AE>g  berubah nama gini  II<U+0251>II<U+0251>II<U+0251> RT (cont) http://t.co/xSqOr7JW;Fri;Feb;10;9;39;17;2012;0.25
187;"@_MarioTeguh_: Wanita lebih menggunakan perasaan, itu sebabnya mereka ingin diperlakukan penuh dengan kelembutan. -;Fri;Feb;10;9;44;12;2012;0.0
188;Berantem sama nyokab tu bnyak rugii nya! 
Duit nya pun ga ngaliir! ..<U+3079>( <U+30CE>x _x)<U+30CE>;Fri;Feb;10;9;44;53;2012;0.0
189;Mood mendadak turun krn baca twit yg menghina Islam,hebat sekali ya dia belum punya jaminan utk masuk surga tp berani menyakiti bnyk manusia;Fri;Feb;10;9;47;44;2012;0.0
190;Yoii, sori kalo ngerasa. :p :DRT @ruthkhristina: Ia Jugª si -,- RT @Halviantara11: Emang bnyk (cont) http://t.co/kf5rSxn0;Fri;Feb;10;9;48;9;2012;0.25
191;kebnyakan dicekokin boy sm girl band siRT  @PUTRAGSTR susah bang kuping orang indonesia jaman sekarang tuh cengeng semua RT @bagolprasetio;Fri;Feb;10;9;50;17;2012;0.0
192;iyaa,maap jawabnya lama @kanishazahra;Fri;Feb;10;9;54;14;2012;0.0
193;@atiqahamin sebabnya saya sayang dia ecehcehh haha. Tkde, nk tnya something;Fri;Feb;10;9;54;32;2012;0.4588
194;Interior Wall Painting Ideas For a Home Game Room: When it comes to autogenous bank account for painting a home ... http://t.co/HmZ1krlc;Fri;Feb;10;9;55;0;2012;0.0
195;Tugas bnyakk  (<U+2323>´_<U+2323>`);Fri;Feb;10;9;55;12;2012;0.0
196;@IFW2012 bgus dong, jdnya bnyk FD muda yg pnya ksmptan tuk ikut..;Fri;Feb;10;9;56;45;2012;0.0
197;Ngakak langsung terjun dr sepeda baru ngerti maksudnya nyatok rambut ya hahah RT @fernandes13_666: Kbnykan nyetok RT @nhianurul :Kok rambut;Fri;Feb;10;9;56;51;2012;0.0
198;Sr. Risk Analyst - New Accounts Acquisition: JPMorgan Chase & Co. (Toronto): "About JPMorgan... http://t.co/WPPG6LK3 #finance #jobs #job;Fri;Feb;10;9;57;7;2012;-0.2732
199;@sanisatyayoga mikir2 dulu bos bnyk twaran (y) kalo pasti aja bawa;Fri;Feb;10;9;57;54;2012;0.0
200;Bernanke faults cautious banks not lending to creditworthy borrowers for the slow mrtg mkt. Says Fed policy has been stymied by tight banks.;Fri;Feb;10;17;57;39;2012;-0.7412
201;"@Rifalgomez: Udh aku cek emg sial sekali admin e tu. RT @RezzaArham: bnyk yg ribut sm @TengkuSophia ,woy @Rifalgomez ,cek account ny nah";Fri;Feb;10;17;57;47;2012;-0.1027
202;Sararap yah RT @halidakemala: Bunuh diri aja bnyk yg nekad :)) RT @_icanisa: Pada nekaddd hadeuuhh -_____- @halidakemala pada ga mikirr ha;Fri;Feb;10;18;8;16;2012;0.34
203;Sopir Bus Bernama Lukman Iskandar, Nasibnya Belum Jelas: Berdasarkan informasi dari pool Karunia Bhakti, sopir b... http://t.co/DC86tuE9;Fri;Feb;10;18;11;24;2012;0.0
204;RT @SooFnPretty: Ughh I hate Wells Fargo...they staying fucking with my money like I dnt notice it;Fri;Feb;10;18;13;35;2012;-0.0516
205;Sopir Bus Bernama Lukman Iskandar, Nasibnya Belum Jelas: Berdasarkan informasi dari pool Karunia Bhakti, sopir b... http://t.co/onUCYfcV;Fri;Feb;10;18;18;34;2012;0.0
206;@okkikurnita bnyaknya kicauaanyaa,..pntes agk cerewet yaa..hehe..folback yaa;Fri;Feb;10;18;19;21;2012;0.0
207;No, you rock! RT @citizenrosebudz #FF @emilykeen @bucklebuttonzip @AnuDG @dorrydama @justjanna @LaSophiaful @DejaPseu @MoonCatxo @susantiner;Fri;Feb;10;18;20;7;2012;-0.3595
208;@leenahamid @s0dth haha.. bukan aq, tp si @sodth tu.. jpa die bnyak lg.. :P;Fri;Feb;10;18;21;31;2012;-0.2885
209;@puspita_r bnyk cur,yg mw krj kantoran lah,jd ngebisnis lah..he2;Sat;Feb;11;2;22;38;2012;0.0
210;hey @BIBA930630 knape epep myungyeol kbnyakan myung yg jd uke? .--. pdhl dy kn manly wkwk;Sat;Feb;11;2;23;19;2012;0.0
211;RT @Quran_tweet: "Ya Tuhan kami, jauhkan azab jahannam dari kami, ssungguhnya azabnya itu adlh kebinasaan yg kekal" (25:65);Sat;Feb;11;2;25;41;2012;0.0
212;Tetap semangat ;) RT @MarsiPriskila Gakk mau berharap bnyak... Takut kecewaaa utk kesekian kalinya <U+2639>;Sat;Feb;11;2;26;25;2012;0.2263
213;HaDdddeehhh temen2 n adk2 kelas bnyk yg dh punya baby...tp kok sya mlah mkin gk yakin ma diri ndiri y...;Sat;Feb;11;2;30;2;2012;0.0
214;@emmykoe yuk follow ( ˆ<U+25BE>ˆ)-o @Oatbitsku ..bnyak tips tntang kesehatan dan ada hadiah folding bike nya juga,sorry ganggu :);Sat;Feb;11;2;34;46;2012;0.4588
215;di bnyk negara, anak kecil berdiri di dlm mobil dilarang. Di Ind, anak kecil naik motor berdiri dibiarin aja. Ini baru #keAJAIBan kale;Sat;Feb;11;2;37;3;2012;0.0
216;dapet pin bbnya orang yang jual baju doraemon.;Sat;Feb;11;2;37;18;2012;0.0
217;@haryaniinne yuk follow ( ˆ<U+25BE>ˆ)-o @Oatbitsku ..bnyak tips tntang kesehatan dan ada hadiah folding bike nya juga,sorry ganggu :);Sat;Feb;11;2;41;38;2012;0.4588
218;Loved the Bethlehem show!  RT @citizencope: Nice show in Bethlehem PA last night another sold out show in tarrytown tonight;Sat;Feb;11;2;42;56;2012;0.7901
219;Totally jaaning it with @qnbnyc;Sat;Feb;11;2;44;6;2012;0.0
220;Tuh udh bnyk amal buat tuh pswt :p kesel yg ada :p RT @ari_sudharsono: @rinta_rininta makannya byk2 amal n ibadah ... http://t.co/4h356Oe2;Sat;Feb;11;2;44;32;2012;0.4588
221;@edstetzer thx 4 #ff love the #leadership in #life & #ministry #church #churchplanting #missions @CitiIMPACT @Bridging_HOPE @Bridge_Brew;Sat;Feb;11;2;45;54;2012;0.7717
222;RT @melmelindaa: RT @dirakadir: Lebih bnyak mikirin perasaan orng lain dari pada diri sendiri -__-;Sat;Feb;11;11;17;2;2012;0.0
223;Uhuu Semangat cyin <U+263A> puas2in jobnya ya, cm sisa sebulan. Abis gt jadi istri yg baik yaa :P RT @ajeng_lialio: Show wedding AP3 @TP #ngantuk;Sat;Feb;11;11;17;57;2012;0.5904
224;Bororaah ahahaha RT @nadzarsyah: Nanti di kasih bnyk meurn RT @hannaniss: 3 poe deui teu hayang nyaho zar RT @nadzarsyah: masih jauh;Sat;Feb;11;11;18;44;2012;0.0
225;RT @pengajarmuda: Beberapa penyebabnya: penyebaran informasi yang tidak mudah, dan juga pembimbingan bagi calon penerima beasiswa Bidik  ...;Sat;Feb;11;11;22;39;2012;0.0
226;apa hubnya :pRT @tiardevdavega: Malakin gua sih haha RT @Miftauziah: anjer skt perut !;Sat;Feb;11;11;23;33;2012;0.5093
227;@tiassmiling mana td kejunya bnyk lg-,-wkwk;Sat;Feb;11;11;23;34;2012;0.0
228;Kalo kbnyak'n basa basi , basii kgk fir :p RT @Fieraoliv: To the point nian kau miss galau.. :p RT @ekasugie: Ada yg mau nlpon ak malemss in;Sat;Feb;11;11;28;35;2012;0.34
229;@Hetu_Satu kbnyakan nnton sinetron di ind*siar lo pake naek elang segala;Sat;Feb;11;11;31;59;2012;0.0
230;Wah, sepertinya ada cerita yg menarik.. Coba" diumpan.. RT @Ms_rista: jgn bnyk tingkah muw bisi saya sebarluaskan... http://t.co/5xSXCa7L;Sat;Feb;11;11;33;42;2012;0.0
231;*ngerokok*RT @rizkymentari: Jawabnya telat! RT@nandacintya: Udala org udah malem giniRT @rizkymentari;Sat;Feb;11;11;35;29;2012;0.0
232;iyaa itu gue telmi bgt bnyk anak cowo RT @jeanmarthaa: Bukan itu maksudnya, tampang lu tuh blablo yaRT @tyaswandhita: muka guekan emg polos;Sat;Feb;11;11;38;24;2012;0.0
233;RT @KutipanBebas: aku berharap bs membagikan penderitaanku padamu, BUKAN utk melukaimu, tp agar kau tau sbrapa bnyk kau telah melukaiku.;Sat;Feb;11;11;38;31;2012;0.0
234;Kamu, bnyak2 intropeksi diri, banyak2 tobat dan berdoa, lihat sekeliling, mreka banyak yg benci padamu karna sifatmu sudah kaya' setan -__-";Sat;Feb;11;20;1;51;2012;0.0
235;Benda yg aku suka pakai : Sweater purple/hijau. Baju pink tu. Shawl hitam/merah. Selesa ~.~ Sebab tu gambar bnyak pakai bju sma xD;Sat;Feb;11;20;7;5;2012;0.5859
236;Wells Fargo names executive for &#39;boutique&#39; business;Sat;Feb;11;20;17;19;2012;0.25
237;online gambling us bank http://t.co/60EdnzRS;Sat;Feb;11;20;21;52;2012;0.0
238;Gak ada bnyak*n sma* ska boong :pRT @bowokamtis: Tp yg lebih bnyk siapa :D RT @linainii: Sma* tkang boong jgn ngjek dehhRT @bowokamtis;Sun;Feb;12;4;25;1;2012;0.6166
239;RT @KamusMotivasi: Seorang wanita bisa berbagi senyum kpd bnyk pria, tp hanya kpd satu pria ia dpt berbagi air matanya. -@AmandaAdriani;Sun;Feb;12;4;26;46;2012;0.0
240;@belbelyn oh kalo itu penyebabnya gw gak kaget. Doi kan rokok ama alkoholnya kuat banget belon lagi depresinya otomatin obat-obatan kena;Sun;Feb;12;4;30;27;2012;0.0
241;Di tmpt kerjaan abang gua, lg bnyk lowongan krja. Coba gua udah lulus, gua ngelamar kerja ksna dah. Lumayan gajinya buat kuliah gua nanti~;Sun;Feb;12;4;31;21;2012;0.0
242;RT @NickKristof: RT @CitizenCohn: "Freedom to believe does not always give you freedom to act" @NickKristof on contraception http://t.co ...;Sun;Feb;12;4;32;39;2012;0.8555
243;@MuhdAdlii sejarah bnyk lew................. addmath sikit kalau belum siap ~;Sun;Feb;12;4;33;26;2012;0.0
244;RT @CitizenCohn "Freedom to believe does not always give you freedom to act" @NickKristof on contraception http://t.co/ZxXhDD6d;Sun;Feb;12;4;33;42;2012;0.8555
245;@pradhanaaawr kalo gue kan sarjananya nah presiden nya punya bnyk bangettttt. Guemah ganyimpen dihp yaaaa muahahah;Sun;Feb;12;4;34;35;2012;-0.1027
246;@SaktiSaranghae 165. . Cm beda 5 cm. . N bnyak yg blg w kurus. .;Sun;Feb;12;4;34;47;2012;0.0
247;Masa siang ² bnyk nyamuk (¬_¬");Sun;Feb;12;4;41;58;2012;0.0
248;Org bnyak yg tour krg, mkanya jgn pagi brgkat kbdugul, bnyak anak ababil xD RT @DayuPutri_ Td rame bgt, isi bawa bende;Sun;Feb;12;4;43;50;2012;0.5859
249;@WanAlifFarmizi rase2 doktau nk kate. Kalu dok bnyk keje, boleh je :);Sun;Feb;12;4;44;33;2012;0.4588
250;Ini namanya makan iketan nya kepiting..iketan nya lbih berat dari isinya,iketan bnyak+dibasahin pula..weleh2. http://t.co/svSHP1y4;Sun;Feb;12;4;47;35;2012;0.0
251;@viona_wen @vania_dominica @jscazhang wkwk! Iyaaa cyinnn, tpi klo kau mkin tutupin tuh tar pengap, tar malah mkin bnyk.;Thu;Jan;5;3;20;31;2012;0.0
252;@CitizenGunner lots of talk about Club América. Then theres bpl w/ the DB23 recommendations. Bolton looks a possibility with Cahill out.;Thu;Jan;5;3;20;59;2012;0.0
253;Bnr2 deh nih,mw alihin BBM ke BBG..gas elpiji yg 3kg aja bnyk yg meledak,gmn nanti coba..bahaya Pak Bu;Thu;Jan;5;3;21;16;2012;0.0
254;ah gua mau main pb can tapi ga ada pbnya wkwk RT @ryoduco Iya broo bete absnya main rf yg sepi ga ada perlawanan haha RT raffipradana:;Thu;Jan;5;3;21;18;2012;0.4588
255;semangat ya :D
mencoba tak mendgr mrka yg bnyk bcra :p
(" `<U+0437>´ )_,/"(&gt;_&lt;);Thu;Jan;5;3;25;10;2012;0.7213
256;@NureenShahira biasa la tuu. Sme je sbnanye. Klau dh dpt tido. Fon pingg bnyk kli pun tk dga melainkan call trus. Tu pun kekadang jgk. Huu;Thu;Jan;5;3;26;25;2012;0.0
257;@Julfan_ jgn tp bnyk bljr. :-D;Thu;Jan;5;3;27;39;2012;0.6166
258;@meinitacowmoo ··<U+0307><U+0323>·<U+0307><U+0323><U+0307><U+0323>·<U+0307><U+0323><U+0307><U+0323><U+0307><U+0323>·<U+0307><U+0323>·<U+0307><U+0323>·<U+0307><U+0323>·<U+0307><U+0323>  user mannjjjaaa, bnyk maunya..:P;Thu;Jan;5;3;29;22;2012;0.0
259;@rahmatiafitri hahaha. Mestinya kaya donk kak. Kalo anak kost kn bnyk tw uang blanan ny. Kasi lh kak. Hehehe :p;Thu;Jan;5;3;31;18;2012;0.6808
260;Kbnykan mkn kulit dio tuh ga jd letoy bi2r ny RT @yogaabima: Saking sexyny bibir ap pantat haha RT @aviandaa: Cmn kndor b ga bi2r bdk tuh;Thu;Jan;5;3;32;22;2012;0.4588
261;@Cacuy_SA asyik tp pngen bnyk uang dlu aku <U+263A>;Thu;Jan;5;3;33;52;2012;0.0
262;Mingu depan bnyk test dan quiz.. Huh.. Hmmm :(;Thu;Jan;5;3;35;23;2012;-0.4404
263;Possible data breach by Wells Fargo investigated http://t.co/tGbUO3DJ;Thu;Jan;5;3;35;26;2012;0.25
264;@debbydoow amin amin makasih bnyak ya debbydoow :*;Thu;Jan;5;3;39;45;2012;0.5423
265;Ya klw di dunia maya emang,lg proses,haha klw di luaran bnyak dong RT @ekamaulida: Masih banyak tuh :p kamu cuma an5 aja ya haha;Thu;Jan;5;3;40;13;2012;0.6124
266;:)RT @nanattoo: Kamu kyk jacobnya ya kaks ;;);Thu;Jan;5;3;40;30;2012;0.0
267;@zelvikacahyani Gak ada bnyk yg dipake :s;Thu;Jan;5;3;41;6;2012;-0.296
268;Widih... Ternyata bnyk yg kangen ma aq..hahaaha...;Thu;Jan;5;3;41;20;2012;0.0
269;@dinsanggara haa~ iya, kt ny gue manggil nama lo ._. Sorry yah, gue ny emg lg bnyk pikiran, dan gue jg itu penyakit nya tb2 kambuh kmren;Thu;Jan;5;3;42;29;2012;-0.0772
270;Gatau rumah kamu (<U+02D8><U+0329><U+0329><U+0329>^<U+02D8><U+0329><U+0329><U+0329>) RT@kadekjelekk: Sni ke rumah, bnyak oleh" nih haha RT @intannisrina: Berisyik! Oleh2 manaaaa?;Thu;Jan;5;3;42;55;2012;0.5093
271;bnyak la yg berubah dsni ,makanya cepat aja la sini haha RT @putrawibw: @riyandaelseraY tunjukin apa nih?;Sun;Feb;12;13;14;50;2012;0.4588
272;@nhannisa psti bedah hwn2 yg bgtuan ya na? hrs bnyk2 istigfar klo bgtu mh na :D ih amuh mah woh nyepikin aku :p;Sun;Feb;12;13;15;58;2012;0.7213
273;@rezataufikh wah otak lu perlu di refresh tuh kbnyakan ikut tes haha;Sun;Feb;12;13;16;28;2012;0.4588
274;Oke mari mencari cinta ^,^ RT @eciechi: RT banget haha @V_roez: Bosen kaya..gak bkin bhagia?! mending sdrhana tp bnyk cinta.. (^o^)/;Sun;Feb;12;13;16;57;2012;0.5093
275;iy, bnyk spot yg kena banjir.sampe daerah unmuh jg RT @bunnie612: kampus banjir dong?? RT @fer_ferdy: Sumbersari dn sekitarny #nyamber :D;Sun;Feb;12;13;18;58;2012;0.659
276;Iyaaa tiaranya:* RT @tiaradidhi: iyaaa tegar deva :) msih bnyk yg lain:* RT @FDeva: tiaradidhi iya raaaa mksh yak:"";Sun;Feb;12;13;19;38;2012;0.4588
277;@adeliamagda Apa? Jahat banget jawabnya. Kupikir kita teman.;Sun;Feb;12;13;21;56;2012;0.0
278;Hahaha...msh bnyak pajak ka.RT @tino_KORG_: Yakin de thu hadiahnya???? Wokwokwok RT @fransiscapratiw: Dpt... http://t.co/VNSG14ZY;Sun;Feb;12;13;23;11;2012;0.0
279;Krn terlalu bnyk Pikiran Masyarakat, yg menarik Pikiran Kesana.. @netafitria Ini knp kecelakaan tragis jd sering bgt kejadian di Indonesia?;Sun;Feb;12;13;23;38;2012;0.0
280;RT @lailisafna: Kaya ny bnyk bgt yg suka dgn huruf awal nya A ya ? :D;Sun;Feb;12;13;24;3;2012;0.6166
281;@NdaaLestari. Hahahahahhahaha pin Bbnya ada;Sun;Feb;12;13;24;22;2012;0.0
282;Ptuih abu2 kbnyakan iklan -__-";Sun;Feb;12;13;24;49;2012;0.0
283;Setuju, dan salah satunya anda :D RT @erickamichi: Yg gatel bnyk RT @MentionKe: #MentionKe temen kamu yg suka selingkuh (via: @delphidel);Sun;Feb;12;13;25;23;2012;0.6166
284;lah.. Mang da brp bnyk kakak saiiang nya.. ( <U+FF9F> <U+0414><U+FF9F>) RT @fajar_ramadhant: kakak sayang mana kak ? (cont) http://t.co/zCdBVfuA;Sun;Feb;12;13;25;58;2012;0.0
285;<U+2649>(<U+203E><U+25BF><U+203E>)<U+2649>  RT @fieyharw: Sempreeeeeeeeee -_- RT @ninda_501: Kasian nasibnya fieyharw ditinggal suami *eh;Sun;Feb;12;13;27;1;2012;0.0
286;@gelsoong yuk follow ( ˆ<U+25BE>ˆ)-o @Oatbitsku ..bnyak tips tntang kesehatan dan ada hadiah folding bike nya juga,sorry ya ganggu :);Sun;Feb;12;13;27;17;2012;0.4588
287;*cipok RT @BieBum: *ngambek “@ozarrino: Kasi tishue RT @BieBum: *nangis “@ozarrino: Setengah aja RT @BieBum: yg bnyk yah;Sun;Feb;12;13;27;55;2012;0.0
288;udaahh 4k4k :D “@_riostar_: Tmen2,, jangan lupa follow @STARband_ @megistar yaaaaaa,, biar kita smua makin deket,, sodara kita tmbh bnyk,,;Sun;Feb;12;13;28;32;2012;0.6166
289;sibuk ngerjain tgs jg hehe . loh mau unas kok mlh bnyk tgs seh dek? @nadiaghaisani
Sibuk tugas2 mbak-_- banyak e wkwk, mbaknya? RT @cand;Sun;Feb;12;13;29;4;2012;0.0
290;RT @CitizenAIA: New #disaster assistance #grants available #chapters from @AIANational - @archforhumanity partnership http://t.co/OeclSJO6;Sun;Feb;12;13;31;43;2012;0.0
291;@megaaaaaaaaaan wkwkw fans clubnya cherrybelle, gue kepret jg lu meg (<U+02D8><U+0336>` ^ <U+02D8><U+0336>´ ');Sun;Feb;12;13;32;11;2012;0.0
292;kok ada yang manggil ko aril selain aku,, khan aku jadi CEMBURu.. Hahaha :)) RT @oktooloans: sebabny?? RT ... (cont)  http://t.co/DEFJxHN9;Sun;Feb;12;13;32;14;2012;0.6072
293;kk nk apo ? RT @dellkyyesumpo @miss_E501 ahaha klu bnyak ck tituttt *ups;Sun;Feb;12;13;32;36;2012;0.3612
294;Kayanya maghribnya udah lewat dari tadi ko gak ada tandatanda dihp yaa;Sun;Feb;12;13;38;5;2012;0.0
295;"When traders get worried about Greek debt, Bank of America takes the biggest plunge" http://t.co/CcgloczO;Sun;Feb;12;21;41;40;2012;-0.5719
296;@CitizenKhalifa LOOOOOL;Sun;Feb;12;21;49;19;2012;0.0
297;@_hopuppy @citinaa YAY;Sun;Feb;12;21;50;36;2012;0.6289
298;@maxkeiser: Goldman Sachs can take a victory lap. They managed to sack Athens and make billions doing it.;Sun;Feb;12;21;51;49;2012;0.0
299;@citizendan @brantus so not true I was repelling them remember! Was it the free wine, 5 layers to keep the cold out or the runningman dance?;Sun;Feb;12;21;59;9;2012;0.2457
300;Tpt 48jam tidur 3jam.bdn remuk,lemes,kusut. IKHLAS!semua hrs serba ikhlas.bertahanlah! msh bny ujian" dsna yg hrs  lewati.keep ur spirit,ai!;Sun;Feb;12;22;1;55;2012;0.0
301;Greeks can't take any more punishment http://t.co/Bf5AkRU4 Special thanks to Goldman Sachs...;Mon;Feb;13;6;3;0;2012;0.3336
302;@Citilink ada penerbangan (ponti-berau) dan (batam-berau) ga?thx;Mon;Feb;13;6;3;38;2012;0.0
303;RT @DECO_Revolution: RT @noppaaa: Kamu sakit bang @Derby_Rr? Cepett sembuhh yaa :') bnyak minum air putih minum vitamin *supportfromDeco ...;Mon;Feb;13;6;4;45;2012;0.6705
304;RT @Ade_herlin: (<U+02D8><U+2323><U+02D8>)e<U+02D8>`)  semangat cinntt :P RT @desyank: semangat ng-labnya pacar2ku @Ade_herlin @devita_indira abis itu kita karaokee ...;Mon;Feb;13;6;6;52;2012;0.4084
305;sori ya yg ngajak jlan gw bnyak x B-) RT @riska_atho: Cc @Tony27milanisti *uuppsss (<U+203E><U+2323><U+203E>)<U+2649> RT @JawabJUJUR: Siapa yang valentine ini masih;Mon;Feb;13;6;7;15;2012;0.0
306;@WanMLV hee memang ade lame dh dumoh ea. dop terbace je. hihi tapi kitab hk lame dh laa. hikhik, nk bce ke ? tpi bnyk jilid buku tuh.;Mon;Feb;13;6;7;28;2012;-0.6808
307;@aprieJ kl gw bnykan pm yg jual dipidi bokep nyahahaha =));Mon;Feb;13;6;8;20;2012;0.0
308;RT @RanggaUmara: Cieh bnyk yg lg nyiapin bunga buat kekasih....ciehh....buat ibunda terkasih udh disiapin jg?;Mon;Feb;13;6;8;23;2012;0.0
309;Lebay *kbnykan nyate* RT @modsmayday: Awww... *histeris dikira orng cilegon* RT @WongCilegonTah =&gt; @KamusCilegon RT Mau disate?? :));Mon;Feb;13;6;11;48;2012;0.0
310;RT @RanggaUmara: Cieh bnyk yg lg nyiapin bunga buat kekasih....ciehh....buat ibunda terkasih udh disiapin jg?;Mon;Feb;13;6;11;58;2012;0.0
311;What Do Bank of America And The Federal Home Loan Banks Have In Common?  A Lawsuit & PwC http://t.co/w3so5HkY;Mon;Feb;13;6;17;57;2012;-0.2263
312;@UmmiAdeR @windaawidii titin it shbt karibnya wince mi huahahaha;Mon;Feb;13;6;25;44;2012;0.0
313;yang dicengin disana nasibnya kagak beda ama gw yak.;Mon;Feb;13;14;27;0;2012;0.0
314;@hppyng oh iya hep! Tugas tik kita bagaimana nasibnya... ,_,;Mon;Feb;13;14;27;31;2012;0.0
315;bnyaki following beh bearti -__-" hahha RT @biFebyolambii Hahahah, dak taulahh (<U+02D8>o <U+02D8>") la jarang yah :D RT @kmsayah: iyo bie,;Mon;Feb;13;14;29;38;2012;0.6166
316;RT @RastyLarasati: diett buuk? :P“@mahooniee: wahh kmu aj deh ak mah ogahh :) RT @RastyLarasati: temenin aa :D“mahooniee: makn yg bnyak  ...;Mon;Feb;13;14;29;44;2012;0.4588
317;Ya kan deket ntu sama tmpt biasa org latihan cross.RT @annalahami: lu kata lasoani tanah runtuh, yg bnyak debunya! -__-;Mon;Feb;13;14;29;48;2012;0.0
318;$OPEN OpenTable to Participate in the Goldman Sachs Technology and... http://t.co/D73KCTga;Mon;Feb;13;14;29;49;2012;0.0
