"","Tweets","Language","Follower","favourites_count","friends_count","statuses_count","time_zone","id_str","location","coordinates","retweet_count","id_str_tweet","in_reply_to_status_id_str","Weekday","Month","DayOfMonth","Hour","Min","Sec","Timezone","Year"
"107","@becbury follow me thnx xo","en","40","1","307","33",NA,"500529320",NA,NA,"0","176171555787767809",NA,"Sun","Mar","04","05","05","46","+0000","2012"
"108","@alecbaldwin LOVE splendor in the grass!","en","3","1","58","11","Pacific Time (US & Canada)","212751466",NA,NA,"0","176172340114231296","176129276045824000","Sun","Mar","04","05","08","53","+0000","2012"
"109","@candacecbure Definitely praying for Kirk. The hard part about being a Christian is being labeled names.","en","33","83","106","1329","Quito","18487787","",NA,"0","176172965069733888",NA,"Sun","Mar","04","05","11","22","+0000","2012"
"110","@alecbaldwin do u like macaroni?","en","56","6","22","291","Quito","44164250","Baltimore, MD",NA,"0","176297309401919491","176218122842419200","Sun","Mar","04","13","25","28","+0000","2012"
"111","RT @MYB80: @alecbaldwin Can I get a retweet for the biggest Miami Blues/Frederick J. Frenger Jr. fan out there ? #IFiredAWarningShotAndI ...","en","754014","8","197","5688","Quito","288452305","feet on the ground",NA,"0","176300098614079489",NA,"Sun","Mar","04","13","36","33","+0000","2012"
"112","@ecbythesea did you make te show Thursday ?","en","1675","1","47","1313","Pacific Time (US & Canada)","22288938","los angeles",NA,"0","176422438052175872","175478011548807169","Sun","Mar","04","21","42","41","+0000","2012"
"113","@jessecbrooks @KailinBOSS TN is like that too","en","599","70","553","14761","Central Time (US & Canada)","39903812","Murfreesboro, Tennessee",NA,"0","176426229723971584","176424990663651328","Sun","Mar","04","21","57","45","+0000","2012"
"114","alecbaldwin: Mehta.... The Ninth

Concert for Japan Earthquake Relief


http://t.co/n2nYP1Z1","en","523","0","2001","825","Alaska","458141217","Plainfield",NA,"0","176548770497048576",NA,"Mon","Mar","05","06","04","41","+0000","2012"
"115","RT @alecbaldwin: “@shadibe: @alecbaldwin do you know the meaning of life?”
Beethoven is the meaning of life...","en","1232","737","2001","72059","Hawaii","127836912","Honolulu, HI",NA,"2","176550301418012672",NA,"Mon","Mar","05","06","10","46","+0000","2012"
"116","@alecbaldwin @shadibe WHAAAAATTTY","en","176","87","388","2844",NA,"216864467","In the lab",NA,"0","176551127683309569","176550149013782528","Mon","Mar","05","06","14","03","+0000","2012"
"117","@alecbaldwin my dad started listening to classical music when he was like 12 or 13. Not something a lot of kids in the mid 50's did","en","25","8","181","6232","Pacific Time (US & Canada)","413383781","",NA,"0","176553820460032001","176552578421755905","Mon","Mar","05","06","24","45","+0000","2012"
"118","@alecbaldwin Yvonne Strahovski, Kristen Wiig, or Keira Knightly?","en","219","1881","687","4156","Central Time (US & Canada)","340036987","Poulsbo, Washington",NA,"0","176554315354345474",NA,"Mon","Mar","05","06","26","43","+0000","2012"
"119","@alecbaldwin retweet me Me. Baldwin..<U+E057>","en","11","57","53","499","Eastern Time (US & Canada)","481509198",NA,NA,"0","176554613149937665","176552578421755905","Mon","Mar","05","06","27","54","+0000","2012"
"120","RT @romainecb: The OLDER I get, The LESS people I trust.. ¯\(<U+30C4>)/¯","en","24","5","31","390","Central Time (US & Canada)","58050353","",NA,"2","176686431752822784",NA,"Mon","Mar","05","15","11","42","+0000","2012"
"121","@alecbaldwin Sadly, the Douche has 15 million listeners!","en","6","16","50","836",NA,"265578033","Lower Peninsula ",NA,"0","177068205699907585","177063005341761537","Tue","Mar","06","16","28","44","+0000","2012"
"122","@alecbaldwin absolutely nothing!","en","1","3","19","68","Eastern Time (US & Canada)","473380315",NA,NA,"0","177069648544673792",NA,"Tue","Mar","06","16","34","28","+0000","2012"
"123","RT @alecbaldwin: If Limbaugh went off the air, what would anyone be missing?","en","156","14","572","3953","Eastern Time (US & Canada)","122073712","Cape Cod",NA,"262","177071728894279680",NA,"Tue","Mar","06","16","42","44","+0000","2012"
"124","@candacecbure thank you to you and Kirk for being christian examples! Proud that you stand up for your faith! God bless you both!","en","14","0","96","8",NA,"305874054",NA,NA,"0","177447735673364480",NA,"Wed","Mar","07","17","36","51","+0000","2012"
"125","@lauriecburns @bill_mcewen 5'11""?","en","1511","307","1049","13447","Quito","99718121","Halifax",NA,"0","177449593758433281","177449120544464898","Wed","Mar","07","17","44","14","+0000","2012"
"126","@littlecbeadles me and @brookebaston15 love you so much and you should follow us!50","en","1738","98","642","516","Pacific Time (US & Canada)","464261961","",NA,"0","177577540985159681",NA,"Thu","Mar","08","02","12","39","+0000","2012"
"127","RT @portalhr: HSBC UK berjanji memberi penawaran part-time role bagi karyawannya yg menjadi orang tua baru,jika mrk memintanya http://t. ...","en","118","6","95","10524","Jakarta","112315158","Smoking Area",NA,"1","177580355375742976",NA,"Thu","Mar","08","02","23","50","+0000","2012"
"128","http://t.co/jRPjcecb Silver Love with Tennis Ball Mini Heart Charm Earrings Delight and Co","en","73","0","0","3242",NA,"425359991","Richmond [e]",NA,"0","177705995731091457",NA,"Thu","Mar","08","10","43","05","+0000","2012"
"129","@alecbaldwin you really need to do a sitcom alal according to jim...but not as awful.","en","62","227","115","1201","Mountain Time (US & Canada)","10575712","",NA,"0","177833129313177601","177822290497646592","Thu","Mar","08","19","08","16","+0000","2012"
"130","@mjosecbllr No te puedes imaginar qué mareo me daba en ese momento. Con lo rico que huele el sofrito de tomate en la sartén :P","en","606","247","484","39203","Madrid","15672017","Madrid, Spain & Siritinga :)",NA,"0","177833691328950276","177814351208652800","Thu","Mar","08","19","10","30","+0000","2012"
"131","RT @alecbaldwin: “@emrekecici: @alecbaldwin What's your favorite movie of all time?”
Chitty Chitty Bang Bang","en","97","0","574","2626","London","23674109","Anywhere but here",NA,"28","177835301966856192",NA,"Thu","Mar","08","19","16","54","+0000","2012"
"132","@jessecbrooks If Peyton is going to be ""taking his talents to South Beach,"" let's hope he spares us a two hour ""Decision"" special.","en","9","0","20","70",NA,"488088706","Louisiana",NA,"0","177967665791500290",NA,"Fri","Mar","09","04","02","52","+0000","2012"
"133","RT @charliecbs929: anyone wanna hit up willow grove mall with me and @MikeFarabella","en","32","3","63","178",NA,"341702705","",NA,"0","178216446730567681",NA,"Fri","Mar","09","20","31","26","+0000","2012"
"134","#teamalecberkman","en","211","50","168","5593","Pacific Time (US & Canada)","39163973","",NA,"0","178607553008246784",NA,"Sat","Mar","10","22","25","33","+0000","2012"
"135","@pandasinthecbus THANKS, I SPEAK THE TRUTH ! #ForrealDoe","en","150","82","166","2927","Alaska","386090349","C-Bus ! ",NA,"0","178609159443451904","178608972817891328","Sat","Mar","10","22","31","56","+0000","2012"
"136","Is it weird I find @alecbaldwin hott for an older gentleman? I have seen every episode like 3times of 30rock. And still love him. #werid","en","116","7","211","1862","Central Time (US & Canada)","296569882","vestal",NA,"0","179001666576728065",NA,"Mon","Mar","12","00","31","37","+0000","2012"
"137","@alecbaldwin ..not particular to the GOP...","en","1","0","17","5",NA,"493332037",NA,NA,"0","179127436984852480","179042885738573824","Mon","Mar","12","08","51","23","+0000","2012"
"138","RT @TecBooth: IPHONE HORN STAND :

http://t.co/HzurtVrJ

#tecbooth #Q8 #iPhone","en","322","14","250","3533","Kuwait","248233962","Kuwait / Mishref",NA,"1","153501745283203072",NA,"Sun","Jan","01","15","44","02","+0000","2012"
"139","@MarkFennecbutt Mmmm fennecbutts =3=","en","645","603","640","43793","Pacific Time (US & Canada)","213548221","San Jose, CA",NA,"0","153503783740112896","153502958833770498","Sun","Jan","01","15","52","08","+0000","2012"
"140","@skyecb_ I have monthly now cos i buy colours but the normal ones specsavers gave me are cheaper online also, look for the same brand!","en","301","13","279","2200",NA,"196890388","london/kent",NA,"0","179258391561113600","179257359376457728","Mon","Mar","12","17","31","45","+0000","2012"
"141","RT @MyGtweets: .@keder @KeithOlbermann @alecbaldwin @ToddKincannon my follower count is catching up to all of you.","en","5124","1","5363","43180","Eastern Time (US & Canada)","40930480","South Carolina",NA,"1","179384619127418881",NA,"Tue","Mar","13","01","53","20","+0000","2012"
"142","RT @AwhSnapItsHolly: @SimpsonSwag13 @littlecbeadles uh megan that would be (256) looool christian we got accentssss(;","en","2057","847","1345","16171","Central Time (US & Canada)","30548710","Florida<U+2665>",NA,"0","179386204586905600",NA,"Tue","Mar","13","01","59","38","+0000","2012"
"143","@kariebookish thanks a lot for your feecback :-D","en","1007","0","870","401","Copenhagen","76893593","Denmark",NA,"0","179517708583448576","179201577737924609","Tue","Mar","13","10","42","11","+0000","2012"
"144","“@alecbaldwin: Let's play Words With Friends. My username is 'ABmrgreatwater'. #GamesWithFriends http://t.co/Foi0obMH” denied lol","en","41","10","380","1080",NA,"172896697","32832","-81.21893673;28.4108547","0","179640861758459904",NA,"Tue","Mar","13","18","51","33","+0000","2012"
"145","@SantinoSimone2 @blizzyblake_86 @prime_timecb21 @apezzella3 @erobus6 Ayy 2 no TE like 8 Six","en","312","15","223","4301","Eastern Time (US & Canada)","128613804","Anna Maria College",NA,"0","179643126653267969","179642681213992960","Tue","Mar","13","19","00","33","+0000","2012"
"146","RT @encz: Soaring Target2 Imbalances Stoke German Risk Angst http://t.co/AGjU8jHG see also ifo's Sinn http://t.co/JdsSp636 @nouriel #ecb ...","en","182","10","410","2506","Central Time (US & Canada)","148580269","Look behind you.",NA,"6","179645064430096385",NA,"Tue","Mar","13","19","08","15","+0000","2012"
"147","@candacecbure What?? OH YEAH!!!!! You just made my day!!!! :-)))","en","2","0","75","91",NA,"317879357",NA,NA,"0","179773636641689600","179748553944604673","Wed","Mar","14","03","39","09","+0000","2012"
"148","@alecbaldwin Luis Buñuel pleasures you?","en","213","210","199","17639","Brasilia","54023351","Curitiba, Brasil.",NA,"0","179774546780499968","179769678879653888","Wed","Mar","14","03","42","46","+0000","2012"
"149","@alecbaldwin A freshman in my town died today, please retweet to show support #RIPJJ","en","29","1","105","54",NA,"336264347","",NA,"0","179775326929436673",NA,"Wed","Mar","14","03","45","52","+0000","2012"
"150","Dave Coulier: #DaveCoulier: Yea! RT @candacecbure. You taught Lev well! Watching the… http://t.co/vbKMIvjy","en","1362","0","47","20416","Pacific Time (US & Canada)","99933206","",NA,"0","179776803341209600",NA,"Wed","Mar","14","03","51","44","+0000","2012"
"151","Greece's Alpha Bank pulls plug on Eurobank merger: ATHENS (Reuters) - Alpha Bank  has scrapped plans to tie up w... http://t.co/VeMlp948","en","821","3","355","93880","Eastern Time (US & Canada)","206944855","New York,  USA",NA,"0","179904830242959360",NA,"Wed","Mar","14","12","20","28","+0000","2012"
"152","@bdtecb ill be sure to:) hahha seagrove will be awesomee!!!","en","93","4","124","105",NA,"395783779","",NA,"0","180030235771813888","179796703048769536","Wed","Mar","14","20","38","47","+0000","2012"
"153","@alenn21 onlarin dilinden konusacaksin mecbur.","en","36","1","64","1203",NA,"260360586","",NA,"0","180285903732871168","180278109088649217","Thu","Mar","15","13","34","43","+0000","2012"
"154","Jaspal 4 Decades #jaspal http://t.co/ecbW5q8E","en","263","6","89","4304","Bangkok","57670736","ÜT: 13.726878,100.579283",NA,"0","180286641959747585",NA,"Thu","Mar","15","13","37","39","+0000","2012"
"155","http://t.co/VqNBXJUU - Two Investment Fund Executives See Greece Leaving Euro Zone http://t.co/QJpGUfTA #if2012 #ecb #ltro #euro","en","8","0","35","41",NA,"516566617","Amsterdam",NA,"0","180288437109264385",NA,"Thu","Mar","15","13","44","47","+0000","2012"
"156","RT @alecbaldwin: Today is a big day.
A momentous day.
Today is the day I ....
....that I .....

zzzzzzzzzz.....zzzzzzzzzz","en","42","21","128","1086","Eastern Time (US & Canada)","286180013","",NA,"182","180288915259932672",NA,"Thu","Mar","15","13","46","41","+0000","2012"
"157","RT @alecbaldwin: Pls watch my new video for @PETA http://t.co/onT0Sqob see how @RinglingTweets beat elephants to perform. Boycott circus ...","en","191","753","94","11163","Quito","271126954","Long Island",NA,"145","180409186935513089",NA,"Thu","Mar","15","21","44","36","+0000","2012"
"158","RT @alecbaldwin: Pls watch my new video for @PETA http://t.co/onT0Sqob see how @RinglingTweets beat elephants to perform. Boycott circus ...","en","3252","0","90","4465","Quito","35550131","Los Angeles, CA",NA,"170","180414337553416192",NA,"Thu","Mar","15","22","05","04","+0000","2012"
"159","RT @alecbaldwin: Destroying beautiful landscapes and uprooting people in Scotland for golf; killing exotic animals?

#whatdoestrumpstandfor","en","12","0","95","3",NA,"399397163","",NA,"16","180666931114819584",NA,"Fri","Mar","16","14","48","47","+0000","2012"
"160","RT @alecbaldwin: “@johndashpaul: @alecbaldwin I take it you won't be accepting a Celebrity Apprentice invite? #trumpsfired”
Fuck Celebri ...","en","339","10","118","14505","Istanbul","65626203","",NA,"31","180668625601036291",NA,"Fri","Mar","16","14","55","31","+0000","2012"
"161","@alecbaldwin killing innocent animals for some sadistic pleasure is just cold blooded murder.","en","35","0","186","182",NA,"407660893",NA,NA,"0","180669204427583489","180668220783591424","Fri","Mar","16","14","57","49","+0000","2012"
"162","RT @alecbaldwin: “@kyndrdspirit: @alecbaldwin Did you hear George Clooney/members of Congress arrested for civil disobedience at Sudanes ...","en","1094","19","1951","5333","Eastern Time (US & Canada)","25380005","<U+F83D>  worldwide  <U+F83D>",NA,"2","180670953431384065",NA,"Fri","Mar","16","15","04","46","+0000","2012"
"163","Monsignor will love hearing you say that o_O RT @alecbaldwin: The Vatican","en","913","78","232","19028","Pacific Time (US & Canada)","39121852","Santa Monica, CA",NA,"0","180671301587959810",NA,"Fri","Mar","16","15","06","09","+0000","2012"
"164","RT @alecbaldwin: Are all poised to sell you down the river","en","108","111","469","2096",NA,"297558197","planet earth",NA,"3","180671414817390593",NA,"Fri","Mar","16","15","06","36","+0000","2012"
"165","@alecbaldwin You got arrested protesting at the Vatican? Or you want to protest at the Vatican? :-)","en","2009","206","1714","7862","Central Time (US & Canada)","325265073","",NA,"0","180671804866707456","180671110138957824","Fri","Mar","16","15","08","09","+0000","2012"
"166","@alecbaldwin Dude, much as I talk shit to celebrities, you just earned my respect for speaking out against the fucking Vatican. Thank you.","en","109","0","112","5155","Alaska","295845779","",NA,"0","180671880380952577","180671110138957824","Fri","Mar","16","15","08","27","+0000","2012"
"167","#notthenextpresidentRT @alecbaldwin: Destroying beautiful landscapes and uprooting people in (cont) http://t.co/t7MnYKUh","en","87","3","212","2145","Central Time (US & Canada)","349191280","Twin Cities, USA","-93.32668798;44.84515977","0","180672102670680064",NA,"Fri","Mar","16","15","09","20","+0000","2012"
"168","@theowlry why aren't you following Alec Baldwin? RT @alecbaldwin I am a Catholic, but I want to be part of a progressive Catholic Church","en","343","9","299","10909","Tehran","16641193","Washington, DC",NA,"0","180672463405977600",NA,"Fri","Mar","16","15","10","46","+0000","2012"
"169","It's a great day for a #Guinness and an @alecbradley Family Blend.  Happy Friday all http://t.co/Aqjt1mMR","en","256","12","445","2236","Arizona","23344854","Avondale, Arizona",NA,"0","180792667951742978",NA,"Fri","Mar","16","23","08","26","+0000","2012"
"170","WATCH: Alec Baldwin Calls for Circus Boycott http://t.co/cPOYEE7x via @Ecorazzi @alecbaldwin","en","717","1","905","3223",NA,"294935335","Jacksonville, FL",NA,"0","180797323637563392",NA,"Fri","Mar","16","23","26","55","+0000","2012"
"171","Belki de beni buna sen mecbur etmissindir?","en","130","18","32","7220","Greenland","263191837","",NA,"0","180922733297799168",NA,"Sat","Mar","17","07","45","15","+0000","2012"
"172","RT @alecbaldwin: Whenever I talked about flipping out/getting angry, my friend called it 
The Irish Negotiating Technique

#irishproblems","en","35","28","256","771",NA,"84974139",NA,NA,"1","180924729790701568",NA,"Sat","Mar","17","07","53","11","+0000","2012"
"173","RT @alecbaldwin: Whenever I talked about flipping out/getting angry, my friend called it 
The Irish Negotiating Technique

#irishproblems","en","12","0","45","214",NA,"273848693","",NA,"1","180927032476180480",NA,"Sat","Mar","17","08","02","20","+0000","2012"
"174","the fact that @alecbedard13 is my history partner &lt;&lt;&lt;&lt;&lt;&lt;","en","183","173","151","1843","Central Time (US & Canada)","323804936","RI",NA,"0","181185036685557761",NA,"Sun","Mar","18","01","07","33","+0000","2012"
